observed_date,precipitation_mm,condition,severe,temperature_c,wind_kmh,humidity_pct,visibility_km
2016-06-20,0.3,Despejado,False,12.8,21.3,74,7.5
2016-06-21,0.1,Despejado,False,14.7,9.8,61,10.6
2016-06-22,0.3,Despejado,False,16.7,13.7,79,7.8
2016-06-23,0.2,Despejado,False,19.3,19.3,60,9.2
2016-06-24,0.3,Despejado,False,8.1,23.3,77,8.0
2016-06-25,19.9,Tormenta,True,18.3,12.5,62,8.7
2016-06-26,0.2,Despejado,False,13.1,20.6,54,10.6
2016-06-27,2.1,Nublado,False,15.3,25.5,65,11.0
2016-06-28,0.3,Despejado,False,16.6,22.0,76,9.1
2016-06-29,0.2,Parcialmente nublado,False,13.6,5.7,63,10.0
2016-06-30,0.7,Parcialmente nublado,False,11.8,12.4,83,7.1
2016-07-01,3.1,Nublado,False,13.9,5.0,54,10.0
2016-07-02,0.2,Despejado,False,8.2,32.0,80,8.4
2016-07-03,0.7,Parcialmente nublado,False,12.9,17.9,59,8.4
2016-07-04,0.2,Despejado,False,12.8,14.7,57,11.2
2016-07-05,32.9,Alerta de inundación,True,13.4,14.5,61,10.9
2016-07-06,0.0,Despejado,False,14.6,19.9,59,9.4
2016-07-07,3.4,Nublado,False,12.3,21.0,81,10.5
2016-07-08,0.3,Despejado,False,19.2,5.0,72,8.4
2016-07-09,3.1,Nublado,False,10.2,19.5,81,9.0
2016-07-10,0.1,Despejado,False,15.4,17.4,74,9.4
2016-07-11,0.0,Parcialmente nublado,False,16.5,16.7,68,10.6
2016-07-12,0.5,Parcialmente nublado,False,17.2,24.1,63,8.3
2016-07-13,0.9,Parcialmente nublado,False,18.4,22.2,81,10.3
2016-07-14,0.0,Despejado,False,15.0,19.7,76,9.6
2016-07-15,0.3,Despejado,False,20.2,7.7,58,9.6
2016-07-16,0.4,Despejado,False,17.7,19.9,61,10.3
2016-07-17,0.1,Despejado,False,15.5,35.8,60,8.9
2016-07-18,0.2,Despejado,False,12.2,13.5,79,9.9
2016-07-19,0.8,Parcialmente nublado,False,13.7,16.7,66,11.3
2016-07-20,32.5,Tormenta,True,14.4,30.6,66,9.6
2016-07-21,0.8,Parcialmente nublado,False,16.8,18.9,67,8.4
2016-07-22,0.5,Parcialmente nublado,False,12.5,9.7,66,7.7
2016-07-23,0.1,Despejado,False,16.9,15.1,79,10.7
2016-07-24,11.0,Lluvia ligera,False,12.7,32.9,53,10.6
2016-07-25,1.0,Nublado,False,10.0,12.0,73,8.1
2016-07-26,0.3,Despejado,False,12.0,25.1,62,9.8
2016-07-27,0.1,Despejado,False,13.2,13.9,57,9.4
2016-07-28,11.1,Lluvia ligera,False,17.1,5.6,80,7.0
2016-07-29,1.4,Nublado,False,9.1,20.1,55,9.1
2016-07-30,0.3,Despejado,False,19.2,18.1,72,10.1
2016-07-31,24.7,Tormenta,True,14.4,20.8,62,8.1
2016-08-01,0.3,Parcialmente nublado,False,10.7,27.1,60,8.2
2016-08-02,0.6,Parcialmente nublado,False,17.1,20.9,52,9.9
2016-08-03,0.9,Parcialmente nublado,False,14.0,26.5,55,10.1
2016-08-04,0.1,Despejado,False,11.0,5.0,59,11.2
2016-08-05,0.3,Despejado,False,17.7,14.8,59,8.5
2016-08-06,0.2,Despejado,False,10.8,25.4,58,10.8
2016-08-07,0.0,Despejado,False,17.3,5.0,75,10.1
2016-08-08,0.0,Parcialmente nublado,False,14.0,10.4,64,8.1
2016-08-09,0.0,Despejado,False,17.0,19.9,51,9.8
2016-08-10,2.1,Nublado,False,16.0,30.5,76,9.6
2016-08-11,0.2,Despejado,False,14.7,10.5,66,10.4
2016-08-12,0.3,Despejado,False,13.4,18.4,65,10.6
2016-08-13,0.8,Nublado,False,16.2,16.7,80,7.8
2016-08-14,5.8,Lluvia ligera,False,16.6,23.8,62,11.3
2016-08-15,28.4,Tormenta,True,16.1,5.0,72,7.4
2016-08-16,0.2,Despejado,False,10.2,27.5,57,11.9
2016-08-17,0.2,Nublado,False,17.8,5.0,79,8.3
2016-08-18,1.7,Nublado,False,11.0,21.5,61,11.3
2016-08-19,0.1,Despejado,False,13.7,13.6,72,9.4
2016-08-20,3.3,Nublado,False,17.2,22.5,69,9.8
2016-08-21,0.3,Despejado,False,8.2,15.5,70,8.5
2016-08-22,0.3,Despejado,False,10.3,6.6,66,9.9
2016-08-23,6.5,Lluvia ligera,False,14.9,22.0,80,8.2
2016-08-24,0.2,Despejado,False,9.2,13.4,58,11.7
2016-08-25,3.3,Nublado,False,9.5,24.5,56,11.8
2016-08-26,0.1,Despejado,False,16.3,9.8,62,8.4
2016-08-27,0.0,Despejado,False,16.3,27.8,64,8.5
2016-08-28,2.8,Nublado,False,10.2,14.0,59,9.5
2016-08-29,0.3,Despejado,False,16.4,5.0,61,11.9
2016-08-30,0.1,Despejado,False,13.1,5.6,71,7.8
2016-08-31,1.7,Nublado,False,13.1,11.6,53,9.7
2016-09-01,0.3,Despejado,False,20.4,24.8,66,9.1
2016-09-02,0.1,Despejado,False,15.4,12.5,78,10.7
2016-09-03,0.1,Despejado,False,20.3,19.0,71,11.1
2016-09-04,0.6,Parcialmente nublado,False,27.5,5.0,75,9.8
2016-09-05,0.8,Nublado,False,17.5,14.8,57,10.8
2016-09-06,1.1,Parcialmente nublado,False,16.6,19.0,67,11.4
2016-09-07,0.1,Despejado,False,23.2,32.7,52,8.9
2016-09-08,0.4,Despejado,False,22.7,13.7,64,11.4
2016-09-09,0.5,Parcialmente nublado,False,20.1,11.5,70,11.1
2016-09-10,0.4,Despejado,False,26.5,24.0,78,8.9
2016-09-11,0.1,Despejado,False,29.1,8.5,57,10.3
2016-09-12,4.4,Lluvia ligera,False,25.1,16.5,62,9.3
2016-09-13,12.1,Lluvia ligera,False,24.4,11.0,69,10.4
2016-09-14,0.0,Despejado,False,23.7,22.3,72,10.2
2016-09-15,0.2,Despejado,False,25.5,5.0,50,11.6
2016-09-16,0.1,Despejado,False,28.0,20.9,56,9.7
2016-09-17,0.2,Parcialmente nublado,False,20.7,24.5,50,9.5
2016-09-18,0.2,Parcialmente nublado,False,24.7,28.3,79,9.5
2016-09-19,3.3,Lluvia ligera,False,21.0,5.2,65,9.1
2016-09-20,0.2,Despejado,False,22.0,7.6,59,10.5
2016-09-21,0.4,Despejado,False,23.4,8.1,66,8.2
2016-09-22,12.4,Lluvia ligera,False,24.4,10.2,72,8.7
2016-09-23,0.4,Despejado,False,25.6,24.5,55,9.9
2016-09-24,0.0,Despejado,False,18.4,20.9,60,10.3
2016-09-25,0.3,Despejado,False,17.7,18.8,64,8.5
2016-09-26,0.0,Despejado,False,20.9,17.8,50,11.5
2016-09-27,0.1,Parcialmente nublado,False,22.1,27.0,78,8.2
2016-09-28,0.3,Despejado,False,27.7,20.0,75,8.2
2016-09-29,0.2,Despejado,False,21.6,26.0,55,10.2
2016-09-30,0.0,Despejado,False,26.4,7.6,61,10.1
2016-10-01,0.3,Despejado,False,28.2,16.1,48,12.1
2016-10-02,24.5,Tormenta,True,18.1,12.8,74,8.2
2016-10-03,0.9,Parcialmente nublado,False,17.5,7.6,64,10.2
2016-10-04,0.0,Despejado,False,27.8,12.2,48,9.3
2016-10-05,1.2,Parcialmente nublado,False,25.4,10.9,53,9.4
2016-10-06,0.4,Despejado,False,18.7,11.2,51,10.5
2016-10-07,0.0,Despejado,False,20.5,22.5,65,10.9
2016-10-08,0.0,Despejado,False,23.2,15.7,63,11.5
2016-10-09,0.1,Despejado,False,16.9,33.8,53,12.0
2016-10-10,9.1,Lluvia ligera,False,18.5,6.1,63,9.2
2016-10-11,0.2,Despejado,False,24.0,14.7,57,10.0
2016-10-12,0.3,Despejado,False,23.7,21.2,52,11.8
2016-10-13,1.1,Parcialmente nublado,False,21.3,5.0,66,9.2
2016-10-14,0.1,Despejado,False,18.1,10.8,67,11.1
2016-10-15,0.7,Parcialmente nublado,False,22.2,5.0,61,9.1
2016-10-16,0.4,Despejado,False,21.2,19.9,61,9.1
2016-10-17,3.5,Nublado,False,24.6,25.7,54,8.8
2016-10-18,0.1,Despejado,False,20.2,5.0,57,8.3
2016-10-19,0.2,Despejado,False,17.2,13.2,57,11.0
2016-10-20,0.2,Despejado,False,23.2,26.6,64,9.0
2016-10-21,0.3,Despejado,False,27.2,43.3,63,11.1
2016-10-22,3.2,Nublado,False,24.4,14.8,73,7.1
2016-10-23,0.4,Despejado,False,24.5,22.3,71,8.2
2016-10-24,0.0,Despejado,False,21.4,14.2,70,10.7
2016-10-25,1.4,Nublado,False,21.8,27.1,48,9.2
2016-10-26,0.2,Despejado,False,21.7,23.6,55,11.4
2016-10-27,0.1,Despejado,False,25.0,33.7,76,8.1
2016-10-28,0.3,Despejado,False,22.4,16.4,56,11.8
2016-10-29,0.4,Despejado,False,21.6,25.9,71,10.9
2016-10-30,0.0,Despejado,False,23.9,11.4,73,10.2
2016-10-31,0.2,Parcialmente nublado,False,22.4,10.9,75,9.4
2016-11-01,7.3,Lluvia ligera,False,26.7,12.1,51,10.4
2016-11-02,2.8,Nublado,False,17.1,14.3,48,12.8
2016-11-03,0.2,Despejado,False,27.3,29.3,63,9.8
2016-11-04,0.1,Despejado,False,25.3,26.0,73,8.7
2016-11-05,9.2,Lluvia ligera,False,23.3,18.6,59,10.8
2016-11-06,1.1,Parcialmente nublado,False,27.8,10.4,51,9.0
2016-11-07,0.4,Despejado,False,20.1,13.4,67,11.0
2016-11-08,1.1,Parcialmente nublado,False,27.6,17.9,57,11.1
2016-11-09,0.1,Despejado,False,20.4,25.1,65,9.4
2016-11-10,0.0,Despejado,False,20.6,19.2,75,10.5
2016-11-11,0.6,Parcialmente nublado,False,28.8,17.7,71,7.8
2016-11-12,13.9,Lluvia ligera,False,21.7,26.9,74,9.8
2016-11-13,0.6,Nublado,False,18.9,16.6,69,11.0
2016-11-14,0.2,Parcialmente nublado,False,29.5,20.4,74,10.3
2016-11-15,0.1,Despejado,False,30.2,26.8,69,7.9
2016-11-16,0.3,Despejado,False,20.5,24.0,61,10.8
2016-11-17,0.2,Despejado,False,21.8,19.1,68,8.5
2016-11-18,2.5,Nublado,False,28.0,13.8,67,10.2
2016-11-19,0.7,Nublado,False,28.4,27.3,70,9.1
2016-11-20,0.8,Parcialmente nublado,False,21.2,27.9,55,9.1
2016-11-21,2.1,Nublado,False,22.4,34.4,50,11.1
2016-11-22,3.0,Nublado,False,16.5,35.2,72,8.9
2016-11-23,0.1,Despejado,False,23.8,25.1,74,9.6
2016-11-24,0.0,Despejado,False,22.7,19.0,46,12.6
2016-11-25,1.6,Nublado,False,25.2,13.9,74,10.2
2016-11-26,0.1,Parcialmente nublado,False,17.9,8.6,72,7.8
2016-11-27,1.1,Parcialmente nublado,False,19.7,18.0,50,11.9
2016-11-28,0.4,Despejado,False,18.9,16.4,60,9.4
2016-11-29,0.2,Despejado,False,28.0,22.4,64,8.6
2016-11-30,0.2,Despejado,False,24.5,23.2,62,10.5
2016-12-01,3.4,Lluvia ligera,False,31.4,28.8,67,11.4
2016-12-02,0.0,Despejado,False,27.9,16.4,73,9.5
2016-12-03,1.1,Parcialmente nublado,False,27.0,8.7,55,11.9
2016-12-04,0.2,Despejado,False,31.6,16.9,59,8.7
2016-12-05,0.4,Despejado,False,33.1,21.9,70,10.0
2016-12-06,0.1,Despejado,False,26.9,24.0,49,11.0
2016-12-07,0.2,Despejado,False,21.8,19.7,45,9.1
2016-12-08,0.2,Despejado,False,25.0,23.6,47,12.6
2016-12-09,0.3,Despejado,False,30.5,25.8,69,9.6
2016-12-10,0.1,Despejado,False,24.5,31.8,65,11.2
2016-12-11,3.0,Nublado,False,25.5,5.6,49,9.0
2016-12-12,0.1,Despejado,False,30.3,33.1,52,10.9
2016-12-13,1.1,Nublado,False,25.2,22.2,53,8.7
2016-12-14,0.2,Despejado,False,26.7,29.8,65,9.4
2016-12-15,0.2,Parcialmente nublado,False,28.3,31.2,49,12.6
2016-12-16,0.1,Despejado,False,26.7,21.1,66,8.6
2016-12-17,0.4,Despejado,False,25.3,10.7,48,12.2
2016-12-18,13.7,Lluvia ligera,False,30.5,13.7,59,8.4
2016-12-19,0.1,Despejado,False,28.6,29.2,54,11.6
2016-12-20,0.8,Parcialmente nublado,False,23.6,8.9,57,10.5
2016-12-21,0.4,Nublado,False,26.9,29.1,72,8.4
2016-12-22,83.6,Alerta de inundación,True,29.7,21.0,66,7.8
2016-12-23,2.9,Nublado,False,24.4,29.8,64,8.7
2016-12-24,0.2,Despejado,False,24.0,22.4,55,9.6
2016-12-25,0.0,Despejado,False,30.6,11.7,72,10.4
2016-12-26,0.1,Despejado,False,25.8,10.4,56,10.9
2016-12-27,0.3,Despejado,False,29.1,21.5,47,9.4
2016-12-28,16.7,Tormenta,True,30.6,21.0,52,11.2
2016-12-29,0.2,Despejado,False,28.2,6.9,57,11.0
2016-12-30,1.0,Parcialmente nublado,False,22.3,31.0,59,11.7
2016-12-31,0.1,Parcialmente nublado,False,24.4,17.6,73,10.7
2017-01-01,2.4,Nublado,False,23.9,5.0,84,9.8
2017-01-02,0.4,Despejado,False,31.7,11.3,87,10.0
2017-01-03,0.8,Parcialmente nublado,False,33.4,27.9,83,8.0
2017-01-04,1.8,Nublado,False,24.0,27.5,89,8.8
2017-01-05,0.8,Nublado,False,28.0,14.7,72,7.5
2017-01-06,1.5,Nublado,False,21.6,23.9,76,7.0
2017-01-07,0.2,Despejado,False,22.9,17.2,79,6.8
2017-01-08,16.0,Tormenta,True,19.9,8.0,69,7.4
2017-01-09,0.0,Despejado,False,27.3,9.9,70,8.7
2017-01-10,0.0,Despejado,False,27.4,8.9,74,9.4
2017-01-11,0.1,Despejado,False,27.9,28.5,84,9.2
2017-01-12,1.0,Parcialmente nublado,False,30.1,5.5,79,10.1
2017-01-13,0.6,Parcialmente nublado,False,30.5,26.9,71,11.0
2017-01-14,0.1,Despejado,False,22.6,29.4,89,7.9
2017-01-15,0.2,Parcialmente nublado,False,31.0,21.1,72,11.0
2017-01-16,0.3,Despejado,False,23.6,14.3,73,9.3
2017-01-17,0.2,Despejado,False,26.5,16.0,77,9.0
2017-01-18,0.3,Despejado,False,28.2,13.8,79,10.0
2017-01-19,0.3,Despejado,False,30.0,30.3,85,9.9
2017-01-20,0.3,Despejado,False,23.0,19.6,90,7.1
2017-01-21,0.0,Despejado,False,26.5,6.3,68,11.2
2017-01-22,0.2,Despejado,False,29.7,23.9,78,8.6
2017-01-23,0.0,Despejado,False,30.6,5.0,77,9.8
2017-01-24,10.2,Lluvia ligera,False,27.3,20.0,87,9.3
2017-01-25,0.0,Despejado,False,29.3,16.6,69,10.5
2017-01-26,0.6,Parcialmente nublado,False,25.5,23.3,68,8.1
2017-01-27,0.2,Despejado,False,25.0,17.3,77,8.2
2017-01-28,0.1,Despejado,False,21.2,19.3,71,8.1
2017-01-29,2.4,Nublado,False,27.9,33.2,78,9.5
2017-01-30,0.1,Despejado,False,24.7,17.9,71,8.6
2017-01-31,0.1,Despejado,False,25.4,7.8,76,8.6
2017-02-01,0.4,Parcialmente nublado,False,30.5,30.3,63,10.4
2017-02-02,0.2,Despejado,False,23.1,18.9,80,8.6
2017-02-03,0.1,Despejado,False,29.5,10.0,77,8.1
2017-02-04,0.4,Despejado,False,25.0,12.1,60,9.0
2017-02-05,0.2,Despejado,False,24.8,24.0,87,8.1
2017-02-06,0.0,Despejado,False,29.3,5.0,74,7.4
2017-02-07,0.0,Despejado,False,26.6,32.7,89,10.1
2017-02-08,0.2,Parcialmente nublado,False,24.8,22.6,67,8.0
2017-02-09,0.3,Despejado,False,21.7,22.7,65,9.7
2017-02-10,0.0,Despejado,False,29.4,20.8,60,9.2
2017-02-11,0.0,Despejado,False,27.0,33.5,64,8.8
2017-02-12,0.3,Despejado,False,29.9,21.3,74,7.5
2017-02-13,0.3,Parcialmente nublado,False,28.9,19.6,72,7.5
2017-02-14,0.2,Despejado,False,31.2,19.0,65,11.1
2017-02-15,0.8,Nublado,False,29.9,5.7,73,8.0
2017-02-16,25.0,Tormenta,True,24.5,7.4,70,10.4
2017-02-17,21.7,Tormenta,True,31.7,16.3,89,7.7
2017-02-18,3.7,Lluvia ligera,False,21.6,6.1,71,8.2
2017-02-19,0.2,Despejado,False,31.5,17.5,80,9.4
2017-02-20,0.1,Despejado,False,23.9,23.4,86,7.7
2017-02-21,0.0,Despejado,False,25.0,12.3,79,7.5
2017-02-22,1.2,Parcialmente nublado,False,32.0,7.1,78,9.1
2017-02-23,0.2,Despejado,False,28.2,12.9,62,10.1
2017-02-24,0.1,Despejado,False,26.0,23.0,61,9.7
2017-02-25,0.1,Despejado,False,19.4,25.2,60,11.6
2017-02-26,0.1,Despejado,False,26.0,19.4,88,9.3
2017-02-27,0.8,Parcialmente nublado,False,26.0,7.2,85,8.9
2017-02-28,21.9,Tormenta,True,28.9,11.8,85,9.4
2017-03-01,0.6,Nublado,False,17.4,15.8,62,8.4
2017-03-02,0.2,Despejado,False,15.3,18.2,87,9.2
2017-03-03,0.1,Parcialmente nublado,False,19.8,26.8,82,8.5
2017-03-04,0.5,Parcialmente nublado,False,20.8,26.7,68,11.1
2017-03-05,1.2,Nublado,False,22.1,22.6,63,8.8
2017-03-06,0.3,Despejado,False,19.9,14.4,86,7.1
2017-03-07,0.2,Despejado,False,16.9,10.9,85,8.0
2017-03-08,0.1,Despejado,False,23.4,8.4,66,9.5
2017-03-09,0.3,Despejado,False,22.0,27.4,79,10.6
2017-03-10,0.2,Despejado,False,16.5,17.8,74,9.3
2017-03-11,0.4,Parcialmente nublado,False,24.5,32.5,60,9.4
2017-03-12,0.2,Despejado,False,17.9,7.4,79,9.2
2017-03-13,0.4,Despejado,False,21.4,26.3,65,10.9
2017-03-14,0.5,Nublado,False,24.1,26.4,76,8.3
2017-03-15,0.3,Despejado,False,25.7,19.3,64,11.3
2017-03-16,0.2,Despejado,False,24.3,18.1,69,8.2
2017-03-17,0.5,Nublado,False,28.1,15.7,67,8.1
2017-03-18,0.2,Despejado,False,24.9,24.0,76,9.4
2017-03-19,0.2,Despejado,False,19.9,13.9,84,7.0
2017-03-20,0.1,Despejado,False,22.2,25.5,76,8.3
2017-03-21,12.2,Tormenta,True,26.0,12.8,79,9.9
2017-03-22,0.3,Despejado,False,22.6,6.4,59,11.1
2017-03-23,0.0,Parcialmente nublado,False,19.4,16.1,85,7.0
2017-03-24,0.3,Despejado,False,24.4,11.6,87,6.5
2017-03-25,0.2,Despejado,False,16.6,15.3,71,9.8
2017-03-26,0.4,Despejado,False,25.8,11.1,82,9.2
2017-03-27,0.3,Despejado,False,21.4,11.2,63,11.6
2017-03-28,0.1,Despejado,False,15.9,31.4,72,9.8
2017-03-29,5.3,Lluvia ligera,False,27.2,14.9,64,8.9
2017-03-30,0.4,Despejado,False,24.3,9.9,58,11.3
2017-03-31,0.3,Despejado,False,25.9,23.2,83,6.8
2017-04-01,1.8,Nublado,False,26.2,5.0,63,9.4
2017-04-02,0.1,Despejado,False,17.5,16.7,86,10.1
2017-04-03,2.7,Nublado,False,20.0,13.9,83,7.0
2017-04-04,1.1,Parcialmente nublado,False,25.2,5.0,61,8.6
2017-04-05,2.1,Nublado,False,18.0,16.9,78,10.3
2017-04-06,0.1,Parcialmente nublado,False,20.8,13.7,78,9.2
2017-04-07,2.7,Nublado,False,14.4,9.8,72,10.0
2017-04-08,0.2,Despejado,False,27.4,5.0,63,8.7
2017-04-09,0.3,Despejado,False,18.7,11.5,83,6.5
2017-04-10,0.0,Despejado,False,21.7,21.2,71,9.6
2017-04-11,8.0,Lluvia ligera,False,14.7,20.7,74,7.5
2017-04-12,0.2,Nublado,False,25.0,10.3,58,8.5
2017-04-13,0.3,Despejado,False,16.0,15.5,61,11.6
2017-04-14,0.2,Despejado,False,18.9,5.0,86,10.2
2017-04-15,0.1,Despejado,False,24.1,24.7,82,8.0
2017-04-16,0.1,Despejado,False,26.2,15.8,81,7.2
2017-04-17,0.3,Despejado,False,25.0,16.0,74,10.3
2017-04-18,0.1,Despejado,False,25.3,30.6,71,10.8
2017-04-19,0.3,Despejado,False,16.0,14.8,70,11.3
2017-04-20,0.2,Despejado,False,22.3,13.5,65,8.8
2017-04-21,0.3,Despejado,False,17.9,34.2,80,10.1
2017-04-22,0.4,Despejado,False,21.9,20.2,57,9.2
2017-04-23,1.3,Nublado,False,19.3,19.9,75,7.2
2017-04-24,1.1,Parcialmente nublado,False,18.2,12.4,82,6.6
2017-04-25,0.1,Parcialmente nublado,False,19.1,21.7,86,7.0
2017-04-26,0.2,Despejado,False,20.3,15.9,71,11.2
2017-04-27,5.7,Lluvia ligera,False,17.6,29.5,60,10.6
2017-04-28,1.0,Parcialmente nublado,False,27.0,26.6,78,9.7
2017-04-29,0.8,Parcialmente nublado,False,15.1,13.2,71,9.3
2017-04-30,2.1,Nublado,False,20.9,10.1,58,9.0
2017-05-01,0.0,Despejado,False,21.4,37.0,66,7.9
2017-05-02,0.3,Despejado,False,26.3,20.9,66,11.5
2017-05-03,0.0,Despejado,False,22.1,17.1,62,9.4
2017-05-04,0.3,Despejado,False,23.9,9.5,81,7.1
2017-05-05,13.9,Lluvia ligera,False,22.6,28.3,61,9.9
2017-05-06,0.1,Parcialmente nublado,False,22.3,20.2,68,10.5
2017-05-07,6.3,Lluvia ligera,False,18.0,20.0,57,8.9
2017-05-08,3.2,Nublado,False,19.5,24.8,83,7.2
2017-05-09,4.0,Lluvia ligera,False,20.2,5.0,84,9.9
2017-05-10,0.9,Parcialmente nublado,False,16.9,9.6,66,10.7
2017-05-11,0.1,Despejado,False,13.3,15.1,59,11.5
2017-05-12,0.7,Parcialmente nublado,False,23.9,21.3,78,8.6
2017-05-13,0.3,Despejado,False,27.2,5.0,76,7.9
2017-05-14,0.2,Despejado,False,28.0,21.6,65,10.1
2017-05-15,0.2,Despejado,False,21.0,19.9,58,9.3
2017-05-16,1.2,Parcialmente nublado,False,17.8,13.8,83,8.1
2017-05-17,3.3,Nublado,False,21.9,21.7,65,10.2
2017-05-18,0.4,Parcialmente nublado,False,16.5,18.5,67,9.7
2017-05-19,19.6,Tormenta,True,13.2,8.7,82,8.8
2017-05-20,0.4,Despejado,False,21.3,30.5,75,7.3
2017-05-21,0.4,Parcialmente nublado,False,20.3,19.7,85,7.9
2017-05-22,0.3,Despejado,False,21.7,16.2,85,9.0
2017-05-23,0.2,Despejado,False,26.4,23.3,63,10.7
2017-05-24,0.2,Despejado,False,15.8,20.3,68,11.4
2017-05-25,0.2,Despejado,False,21.5,23.6,76,9.2
2017-05-26,0.0,Parcialmente nublado,False,14.8,24.9,68,11.5
2017-05-27,0.1,Despejado,False,17.2,22.0,67,10.4
2017-05-28,0.2,Despejado,False,21.1,20.4,72,7.8
2017-05-29,0.4,Despejado,False,19.2,22.3,74,11.1
2017-05-30,0.5,Nublado,False,19.7,32.3,58,9.8
2017-05-31,1.2,Parcialmente nublado,False,23.8,23.4,78,10.0
2017-06-01,0.4,Parcialmente nublado,False,13.8,24.3,76,10.4
2017-06-02,0.3,Despejado,False,10.8,30.9,65,10.8
2017-06-03,0.0,Despejado,False,12.1,29.9,63,7.8
2017-06-04,3.1,Nublado,False,10.2,5.4,70,9.3
2017-06-05,0.3,Parcialmente nublado,False,8.7,14.8,57,11.1
2017-06-06,0.3,Despejado,False,11.5,19.0,82,8.8
2017-06-07,0.5,Parcialmente nublado,False,17.8,20.0,73,9.3
2017-06-08,7.2,Lluvia ligera,False,15.2,12.4,58,8.8
2017-06-09,58.2,Alerta de inundación,True,13.4,18.2,78,8.6
2017-06-10,5.1,Lluvia ligera,False,17.4,21.9,82,7.2
2017-06-11,7.4,Lluvia ligera,False,17.1,16.3,74,7.2
2017-06-12,0.2,Despejado,False,16.4,14.1,69,8.1
2017-06-13,0.4,Despejado,False,10.3,29.9,69,10.2
2017-06-14,0.8,Parcialmente nublado,False,14.1,21.4,72,10.1
2017-06-15,0.3,Despejado,False,16.0,32.8,79,9.6
2017-06-16,12.0,Lluvia ligera,False,12.2,29.5,69,8.3
2017-06-17,0.3,Despejado,False,8.9,12.6,75,9.7
2017-06-18,5.1,Lluvia ligera,False,16.8,33.3,55,9.7
2017-06-19,0.5,Parcialmente nublado,False,11.5,31.5,69,8.3
2017-06-20,0.2,Despejado,False,12.1,8.2,74,8.2
2017-06-21,7.3,Lluvia ligera,False,15.2,20.4,69,9.2
2017-06-22,0.2,Despejado,False,16.7,11.5,75,10.1
2017-06-23,4.1,Lluvia ligera,False,11.7,30.0,77,10.8
2017-06-24,0.4,Parcialmente nublado,False,14.1,14.5,62,7.9
2017-06-25,9.0,Lluvia ligera,False,18.4,16.7,55,11.3
2017-06-26,32.7,Tormenta,True,13.3,5.0,68,11.3
2017-06-27,1.2,Parcialmente nublado,False,8.7,34.7,72,9.6
2017-06-28,0.2,Despejado,False,11.1,17.0,68,8.3
2017-06-29,2.4,Nublado,False,20.1,13.3,71,7.4
2017-06-30,2.7,Nublado,False,17.1,5.5,80,6.8
2017-07-01,0.1,Despejado,False,10.4,21.6,81,9.6
2017-07-02,0.2,Despejado,False,15.8,7.4,77,8.4
2017-07-03,0.2,Despejado,False,15.6,17.4,54,8.5
2017-07-04,0.2,Despejado,False,12.3,15.1,73,10.9
2017-07-05,0.3,Despejado,False,9.8,17.0,60,10.3
2017-07-06,0.3,Despejado,False,12.7,8.2,81,7.9
2017-07-07,0.1,Despejado,False,18.0,12.3,75,10.2
2017-07-08,0.2,Despejado,False,11.6,17.1,66,10.9
2017-07-09,1.1,Parcialmente nublado,False,11.0,12.8,78,9.5
2017-07-10,0.4,Despejado,False,13.4,10.2,60,10.0
2017-07-11,1.6,Nublado,False,13.8,10.4,70,10.4
2017-07-12,0.3,Despejado,False,19.7,20.4,73,7.3
2017-07-13,5.1,Lluvia ligera,False,19.5,30.8,67,8.5
2017-07-14,0.4,Despejado,False,16.7,22.6,54,8.4
2017-07-15,0.3,Despejado,False,13.2,22.2,70,9.4
2017-07-16,1.1,Parcialmente nublado,False,12.0,24.4,75,10.2
2017-07-17,0.3,Despejado,False,18.0,25.8,69,8.5
2017-07-18,29.2,Tormenta,True,14.4,16.0,76,9.9
2017-07-19,0.3,Parcialmente nublado,False,10.6,23.0,76,9.5
2017-07-20,0.4,Parcialmente nublado,False,17.1,15.9,78,10.4
2017-07-21,0.2,Despejado,False,13.1,24.4,72,9.6
2017-07-22,0.3,Despejado,False,20.4,11.6,61,9.2
2017-07-23,28.6,Tormenta,True,15.7,21.6,78,9.3
2017-07-24,0.8,Parcialmente nublado,False,15.0,18.5,75,8.4
2017-07-25,2.0,Nublado,False,9.5,20.9,59,11.4
2017-07-26,0.9,Parcialmente nublado,False,10.0,10.4,57,10.2
2017-07-27,0.1,Despejado,False,16.0,28.1,53,11.0
2017-07-28,0.4,Despejado,False,15.9,15.3,71,10.8
2017-07-29,0.2,Despejado,False,15.9,8.2,59,9.9
2017-07-30,0.4,Despejado,False,13.9,14.7,68,10.3
2017-07-31,0.3,Despejado,False,17.2,20.2,75,10.4
2017-08-01,1.6,Nublado,False,13.1,21.3,71,10.7
2017-08-02,0.3,Despejado,False,13.9,8.1,65,10.2
2017-08-03,0.3,Despejado,False,12.5,28.6,56,9.4
2017-08-04,13.4,Lluvia ligera,False,12.4,25.2,54,11.6
2017-08-05,0.2,Despejado,False,13.6,20.2,51,9.6
2017-08-06,0.0,Despejado,False,13.8,24.8,51,9.8
2017-08-07,0.5,Parcialmente nublado,False,9.1,28.9,78,9.4
2017-08-08,2.9,Nublado,False,13.7,10.0,52,11.0
2017-08-09,0.3,Despejado,False,12.5,15.0,63,8.8
2017-08-10,0.1,Despejado,False,10.9,19.0,61,10.2
2017-08-11,4.5,Lluvia ligera,False,14.4,11.9,51,8.7
